system:index,CECSOL_BiomassCutScaled,CHELSA_bio10_12_BiomassCutScaled,CHELSA_bio10_15_BiomassCutScaled,CHELSA_bio10_7_BiomassCutScaled,CLYPPT_BiomassCutScaled,ORCDRC_BiomassCutScaled,PETyr_BiomassScaled,PHIHOX_BiomassCutScaled,SLTPPT_BiomassCutScaled,Snow_newValues_WGS84,elevation_BiomassScaled,.geo
00000000000000000e9a_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000e9b_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000e9c_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000e9d_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000e9e_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000e9f_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea0_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea1_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea2_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea3_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea4_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea5_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea6_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea7_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea8_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000ea9_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000eaa_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000eab_0,-0.6227001,-0.64386314,-0.12041825,0.7227157,-1.0951747,0.6421494,-1.6167979,-1.3693902,-0.011115282,3.0,-0.724136,
00000000000000000109_0,-0.14418352,-0.63486916,-0.12041825,0.36571586,0.5373151,-0.98595005,-0.45052055,1.1792933,0.44865742,0.0,-0.48090115,
0000000000000000010b_0,-0.14445147,-0.521545,-0.12041825,0.35521582,0.7045602,-1.0038319,-0.48034012,1.3594812,0.9551654,0.0,-0.39116403,
000000000000000007fc_0,-0.8174826,-0.49816066,0.5658141,0.11371601,0.31345835,-0.8150385,0.03984613,0.54841346,0.3217146,0.0,0.7092966,
000000000000000007fd_0,-0.8174826,-0.49816066,0.5658141,0.11371601,0.31345835,-0.8150385,0.03984613,0.54841346,0.3217146,0.0,0.7092966,
00000000000000000584_0,-0.42604205,-0.25172567,0.5658141,1.4472154,-1.6520417,-0.4100816,-0.44058067,-1.0072184,0.74896246,2.0,-0.006238971,
00000000000000000583_0,-0.52035224,-0.21574974,0.5658141,1.4472154,-1.6520417,-0.42005655,-0.45052055,-1.0755183,0.55886406,2.0,0.017376063,
000000000000000005c3_0,-0.52035224,-0.21574974,0.5658141,1.4472154,-1.6520417,-0.42005655,-0.45052055,-1.0755183,0.55886406,2.0,0.017376063,
000000000000000005c4_0,-0.52035224,-0.21574974,0.5658141,1.4472154,-1.6520417,-0.42005655,-0.45052055,-1.0755183,0.55886406,2.0,0.017376063,
0000000000000000057a_0,-0.65431535,-0.29849437,0.5658141,1.3947154,-1.6709121,-0.6550751,-0.5466059,-1.0526018,0.17866729,3.0,0.07641365,
00000000000000000579_0,-0.65458333,-0.29669556,0.5658141,1.3947154,-1.6520417,-0.33855426,-0.53997934,-1.1429205,0.2260338,3.0,0.08113665,
000000000000000005a7_0,-0.4785557,-0.13480394,0.5658141,1.3422154,-1.8192867,-0.49717957,-0.5963052,-1.210322,-0.058482155,3.0,0.16142778,
00000000000000000a70_0,-0.55946946,0.82035667,0.5658141,-0.4952838,0.0910816,0.109221675,-0.3444953,-0.6014596,-0.5340437,0.0,0.7376346,
00000000000000000a72_0,-0.55946946,0.82035667,0.5658141,-0.4952838,0.0910816,0.109221675,-0.3444953,-0.6014596,-0.5340437,0.0,0.7376346,
00000000000000000a73_0,-0.55946946,0.82035667,0.5658141,-0.4952838,0.0910816,0.109221675,-0.3444953,-0.6014596,-0.5340437,0.0,0.7376346,
00000000000000000a74_0,-0.55946946,0.82035667,0.5658141,-0.4952838,0.0910816,0.109221675,-0.3444953,-0.6014596,-0.5340437,0.0,0.7376346,
00000000000000000a76_0,-0.55946946,0.82035667,0.5658141,-0.4952838,0.0910816,0.109221675,-0.3444953,-0.6014596,-0.5340437,0.0,0.7376346,
000000000000000005c2_0,-0.57420534,-0.2805064,0.5658141,1.4577153,-1.3367921,-0.6138373,-0.4273275,-0.80456346,0.84401166,2.0,-0.025130998,
000000000000000005c0_0,-0.4930237,-0.3182811,0.5658141,1.4577153,-1.2254187,-0.2998711,-0.4240142,-0.9847507,0.7966448,2.0,-0.03221551,
000000000000000005c1_0,-0.5072238,-0.29129916,0.5658141,1.4577153,-1.1140453,-0.73596907,-0.4240142,-0.84949803,1.3192576,2.0,-0.03221551,
00000000000000000582_0,-0.41237792,-0.35605583,0.5658141,1.4577153,-1.2254187,-0.6452218,-0.4372674,-0.9398161,1.2557862,2.0,-0.03221551,
00000000000000000810_0,-0.5894772,-0.084437646,0.5658141,0.13471587,0.25795668,-0.7852354,0.09285874,0.8413864,-0.011115282,0.0,0.8509868,
00000000000000000811_0,-0.5894772,-0.084437646,0.5658141,0.13471587,0.25795668,-0.7852354,0.09285874,0.8413864,-0.011115282,0.0,0.8509868,
00000000000000000a69_0,0.55885524,-0.6168812,-0.36550122,0.7962157,-0.61305,1.1297032,-1.1264313,-0.80501294,0.65391326,1.0,-0.39352554,
00000000000000000a6a_0,0.55885524,-0.6168812,-0.36550122,0.7962157,-0.61305,1.1297032,-1.1264313,-0.80501294,0.65391326,1.0,-0.39352554,
00000000000000000a6b_0,0.55885524,-0.6168812,-0.36550122,0.7962157,-0.61305,1.1297032,-1.1264313,-0.80501294,0.65391326,1.0,-0.39352554,
000000000000000008a1_0,-0.103726625,-0.42441007,-0.36550122,-0.0017839763,0.7038203,-0.5857372,-0.24840993,0.16512239,0.25792742,0.0,-0.034577012,
000000000000000008b1_0,-0.009148718,-0.30568954,-0.36550122,0.029715931,0.8151937,-0.37091184,-0.341182,0.07525385,0.416448,0.0,0.21338086,
000000000000000008b2_0,-0.009148718,-0.30568954,-0.36550122,0.029715931,0.8151937,-0.37091184,-0.341182,0.07525385,0.416448,0.0,0.21338086,
000000000000000008b3_0,-0.009148718,-0.30568954,-0.36550122,0.029715931,0.8151937,-0.37091184,-0.341182,0.07525385,0.416448,0.0,0.21338086,
00000000000000000d86_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d87_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d88_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d89_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8a_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8b_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8c_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8d_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8e_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d8f_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d90_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d91_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d92_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d93_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d94_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d95_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d96_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d97_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d98_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d99_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9a_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9b_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9c_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9d_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9e_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000d9f_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000da0_0,-0.50963515,-0.521545,3.9969757,-0.43228382,1.1855749,-1.0378925,3.3995202,0.57088107,-0.29626286,0.0,-0.362826,
00000000000000000ecb_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ecc_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ecd_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ece_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ecf_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ed0_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ed1_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ed2_0,0.36648414,2.8727827,-0.56156754,-2.301283,2.1905255,-0.18491633,1.4943796,-0.9168996,-0.3764706,0.0,-0.47617814,
00000000000000000ebb_0,-0.37218884,-0.4118185,-0.56156754,0.12421584,0.036319807,-0.8320688,-0.7785361,0.9092381,1.5725117,0.0,0.07169064,
00000000000000000ebc_0,-0.37218884,-0.4118185,-0.56156754,0.12421584,0.036319807,-0.8320688,-0.7785361,0.9092381,1.5725117,0.0,0.07169064,
000000000000000008a5_0,0.15187517,0.03967927,-0.56156754,-0.022784047,0.9265671,-1.3732383E-4,-0.30142254,-0.10538294,0.4483416,0.0,0.14253575,
000000000000000008b4_0,-0.15811574,-0.6168812,-0.56156754,0.040215965,0.59281695,-0.6388962,-0.0926854,0.57088107,0.1789831,0.0,-0.35574147,
00000000000000000e00_0,0.14999963,0.4156276,-0.56156754,-0.3377839,0.926197,-0.6140806,1.2392564,0.75061876,1.3511512,0.0,-0.8705492,
000000000000000008c7_0,-0.33066028,0.421024,-0.56156754,-1.5662833,-0.13018522,0.33171076,-1.3583615,-0.3309543,0.47928777,0.0,-0.8020656,
00000000000000000902_0,-0.33066028,0.421024,-0.56156754,-1.5662833,-0.13018522,0.33171076,-1.3583615,-0.3309543,0.47928777,0.0,-0.8020656,
00000000000000000b91_0,0.020055342,-0.20675577,-0.56156754,-0.03328408,1.1123128,-0.31276545,-0.87462145,-0.3309543,1.2084193,2.0,0.8273718,
00000000000000000b6d_0,0.033451658,0.016294923,-0.56156754,-0.03328408,1.094182,-0.0883301,-0.9143809,-0.3309543,0.98674315,1.0,0.83445626,
00000000000000000460_0,-0.262875,0.5451409,-0.90468377,0.21871597,0.96393824,-0.38757727,-0.6261248,-0.10538294,0.87558943,2.0,0.317287,
00000000000000000461_0,-0.262875,0.5451409,-0.90468377,0.21871597,0.96393824,-0.38757727,-0.6261248,-0.10538294,0.87558943,2.0,0.317287,
0000000000000000099a_0,0.8500912,-0.27511,-0.90468377,-0.6737836,0.7985432,5.47122,-1.202637,0.9078889,0.09909101,0.0,-0.9555633,
0000000000000000099d_0,0.8372308,-0.2787076,-0.90468377,-0.6737836,1.2436666,4.891946,-1.202637,0.5928985,0.06751321,0.0,-0.9555633,
00000000000000000997_0,0.8374987,-0.27690881,-0.90468377,-0.6737836,1.1322933,5.338262,-1.2092636,0.6827677,0.06751321,0.0,-0.9555633,
00000000000000000998_0,0.8374987,-0.27690881,-0.90468377,-0.6737836,1.1322933,5.338262,-1.2092636,0.6827677,0.06751321,0.0,-0.9555633,
00000000000000000999_0,0.7965059,-0.27690881,-0.90468377,-0.6737836,0.68679976,5.168323,-1.2092636,0.9757406,-0.16995169,0.0,-0.9555633,
0000000000000000099b_0,0.85035914,-0.27331123,-0.90468377,-0.6737836,0.7981731,6.2462215,-1.1993237,0.75061876,0.019830892,0.0,-0.95320183,
0000000000000000099c_0,0.85035914,-0.27331123,-0.90468377,-0.6737836,0.7981731,6.2462215,-1.1993237,0.75061876,0.019830892,0.0,-0.95320183,
0000000000000000099e_0,0.8372308,-0.2787076,-0.90468377,-0.6737836,1.2436666,4.891946,-1.202637,0.5928985,0.06751321,0.0,-0.9555633,
0000000000000000099f_0,0.8372308,-0.2787076,-0.90468377,-0.6737836,1.2436666,4.891946,-1.202637,0.5928985,0.06751321,0.0,-0.9555633,
000000000000000009a0_0,0.8372308,-0.2787076,-0.90468377,-0.6737836,1.2436666,4.891946,-1.202637,0.5928985,0.06751321,0.0,-0.9555633,
000000000000000008d0_0,0.1516072,0.13321665,-0.90468377,-1.1147835,-0.018811818,1.0061119,-1.2622762,0.2779081,0.40034348,0.0,-0.7926196,
000000000000000008f4_0,0.1516072,0.13321665,-0.90468377,-1.1147835,-0.018811818,1.0061119,-1.2622762,0.2779081,0.40034348,0.0,-0.7926196,
000000000000000008ce_0,-0.16883282,-0.05026052,-0.90468377,-1.1147835,-0.056182984,0.1853716,-1.249023,-0.26310322,0.14645788,0.0,-0.8422111,
00000000000000000905_0,-0.16883282,-0.05026052,-0.90468377,-1.1147835,-0.056182984,0.1853716,-1.249023,-0.26310322,0.14645788,0.0,-0.8422111,
00000000000000000292_0,-0.5190125,-0.044864133,-0.90468377,0.63871574,-0.61305,-0.37808892,-0.17220432,0.05278623,-0.1541628,2.0,-0.39352554,
0000000000000000030f_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
00000000000000000310_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
00000000000000000311_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
00000000000000000312_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
0000000000000000031b_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
0000000000000000031c_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
0000000000000000031d_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
0000000000000000031e_0,-0.49195203,-0.13480394,-0.90468377,0.63871574,-0.4650455,0.041830312,-0.19208404,0.16557191,-0.50246596,2.0,-0.39824855,
00000000000000000321_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000322_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000323_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000324_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000325_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000326_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000327_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000328_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
00000000000000000329_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
0000000000000000032a_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
0000000000000000032b_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
0000000000000000032c_0,-0.57232994,-0.14020032,-0.90468377,0.63871574,-0.31630096,0.0032687604,-0.19539733,0.030319251,-0.40741676,2.0,-0.38880253,
0000000000000000030d_0,-0.45149514,-0.1905666,-0.90468377,0.6177157,-0.2234281,0.17819452,-0.19208404,0.23252462,0.004357624,2.0,-0.4360326,
000000000000000002fb_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
000000000000000002fc_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
000000000000000002fd_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
000000000000000002fe_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
000000000000000002ff_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000300_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000301_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000302_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000303_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000304_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000305_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000306_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000307_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000308_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
00000000000000000309_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
0000000000000000030a_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
0000000000000000030b_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
0000000000000000030c_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
0000000000000000030e_0,-0.47828776,-0.16178587,-0.90468377,0.6177157,-0.16792643,0.005823259,-0.19208404,0.12063732,-0.12258499,2.0,-0.41950208,
000000000000000008e2_0,-0.30440354,0.16919257,-0.90468377,-1.0727836,-0.13018522,0.6112515,-1.3451084,-0.10583246,0.0040418133,0.0,-0.8304036,
000000000000000008f7_0,-0.30440354,0.16919257,-0.90468377,-1.0727836,-0.13018522,0.6112515,-1.3451084,-0.10583246,0.0040418133,0.0,-0.8304036,
00000000000000000913_0,-0.30440354,0.16919257,-0.90468377,-1.0727836,-0.13018522,0.6112515,-1.3451084,-0.10583246,0.0040418133,0.0,-0.8304036,
0000000000000000091e_0,-0.30440354,0.16919257,-0.90468377,-1.0727836,-0.13018522,0.6112515,-1.3451084,-0.10583246,0.0040418133,0.0,-0.8304036,
000000000000000008b9_0,-0.23608235,-0.014284606,-0.90468377,-1.1357836,0.055560466,0.4829157,-1.1960104,0.14265478,0.30529428,0.0,-0.77136606,
000000000000000008f9_0,-0.23608235,-0.014284606,-0.90468377,-1.1357836,0.055560466,0.4829157,-1.1960104,0.14265478,0.30529428,0.0,-0.77136606,
00000000000000000287_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
00000000000000000288_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
00000000000000000289_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
0000000000000000028a_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
0000000000000000028b_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
0000000000000000028c_0,-0.262875,-0.02147979,-0.90468377,0.6492156,-0.63192046,0.23317812,-0.17883089,0.029869732,-0.21763419,2.0,-0.367549,
0000000000000000031f_0,-0.6127868,-0.16358466,-0.90468377,0.6492156,-0.50204664,-0.09307427,-0.18877076,0.16512239,-0.59751517,2.0,-0.40061006,
00000000000000000320_0,-0.6127868,-0.16358466,-0.90468377,0.6492156,-0.50204664,-0.09307427,-0.18877076,0.16512239,-0.59751517,2.0,-0.40061006,
0000000000000000028d_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
0000000000000000028e_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
0000000000000000028f_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
00000000000000000290_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
00000000000000000291_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
00000000000000000293_0,-0.50561625,-0.035870153,-0.90468377,0.6492156,-0.61341995,-0.6388962,-0.17883089,-0.015064865,-0.39162788,2.0,-0.381718,
